																							Ribes sanguineum"
View Now
"Baldhip Rose
																							Rosa gymnocarpa"
View Now
"Nootka Rose
																							Rosa nutkana"
View Now
"Clustered Wild rose, Peafruit Rose, Swamp Rose
																							Rosa pisocarpa"
View Now
"Thimbleberry
																							Rubus parviflorus"
View Now
"Salmonberry
																							Rubus spectabilis"
View Now
"Scouler's Willow
																							Salix scouleriana"
View Now
"Sitka Willow
																							Salix sitchensis"
View Now
"Blue Elderberry
																							Sambucus caerulea"
View Now
"Red Elderberry
																							Sambucus racemosa"
View Now
"Western Mountain Ash
																							Sorbus scopulina"
View Now
"Sitka Mountain Ash
																							Sorbus sitchensis"
View Now
"Douglas Spirea
																							Spiraea douglasii"
View Now
"Subalpine Spirea or Mountain Meadowsweet
																							Spiraea (splendens) densiflora"
View Now
"Common Snowberry
																							Symphoricarpos albus"
View Now
"Mountain, Black Huckleberry
																							Vaccinium membranaceum"
View Now
"Oval-leafed Blueberry
																							Vaccinium ovalifolium"
View Now
"Red Huckleberry
																							Vaccinium parvifolium"
View Now
"American Cranberrybush
																							Viburnum opulus v americanum (trilobum)"
View Now
Evergreen Shrubs
"Hairy Manzanita
																							Arctostaphylos columbiana"
View Now
"Media manzanita
																							Arctostaphylos X media"
View Now
"Salal
																							Gaultheria shallon"
View Now
"Tall Oregon Grape
																							Mahonia (Berberis) aquifolium"
View Now
"Low (Cascade) Oregon Grape
																							Mahonia (Berberis) nervosa"
View Now
"Creeping (Mahonia) Or. Grape
																							Mahonia (Berberis) repens"
View Now
"Pacific Wax Myrtle
																							Myrica californica"
View Now
"Oregon Boxwood
																							Paxistima myrsinites"
View Now
"Pacific Rhododendron
																							Rhododendron macrophyllum"
View Now
"Evergreen Huckleberry
																							Vaccinium ovatum"
View Now
Groundcovers
"Massachusetts Kinnikinnick
																							Arctostaphylos uva-ursi 'Massachusetts'"
View Now
"Vancouver Jade Kinnikinnick or Bearberry
																							Arctostaphylos uva-ursi 'Vancouver Jade'"
View Now
"Media manzanita
																							Arctostaphylos X media"
View Now
"Wild Ginger
																							Asarum caudatum"
View Now
"Marshmarigold
																							Caltha leptosepala"
View Now
"Pt. Reyes Ceanothus
																							Ceanothus gloriosus"
View Now
"Bunchberry, Creeping Dogwood
																							Cornus canadensis"
View Now
"Coastal Strawberry
																							Fragaria chiloensis"
View Now
"Woods Strawberry or Woodland Strawberry
																							Fragaria vesca"
View Now
"Wild Strawberry
																							Fragaria virginiana"
View Now
"Wintergreen
																							Gaultheria procumbens"
View Now
"Salal
																							Gaultheria shallon"
View Now
"Twinflower
																							Linnaea borealis"
View Now
"Low (Cascade) Oregon Grape
																							Mahonia (Berberis) nervosa"
View Now
"Creeping (Mahonia) Or. Grape
																							Mahonia (Berberis) repens"
View Now
"False lily-of-the-valley
																							Maianthemum dilatatum"
View Now
"Oregon Oxalis
																							Oxalis oregana"
View Now
"Cinquefoil/Silverweed
																							Potentilla anserina"
View Now
"Dewberry
																							Rubus ursinus"
View Now
"Dwarf Blueberry, Dwarf Bilberry
																							Vaccinium caespitosum"
View Now
"Inside-out Flower
																							Vancouveria hexandra"
View Now
Ferns
"Maidenhair Fern
																							Adiantum pedatum"
View Now
"Lady-Fern
																							Athyrium filix-femina"
View Now
"Deer Fern
																							Blechnum (Struthiopteris) spicant"
View Now
"Wood Fern
																							Dryopteris expansa"
View Now
"Oak Fern
																							Gymnocarpium dryopteris"
View Now
"Western Sword Fern
																							Polystichum munitum"
View Now
Herbaceous Perennials
"Yarrow
																							Achillea millefolium"
View Now
"Vanilla Leaf
																							Achlys triphylla"
View Now
"Nodding Onion
																							Allium cernuum"
View Now
"Pearly Everlasting
																							Anaphalis margaritacea"
View Now
"Western Columbine
																							Aquilegia formosa"
View Now
"Sea Thrift
																							Armeria maritime"
View Now
"Goatsbeard
																							Aruncus dioicus (sylvester)"
View Now
"Wild Ginger
																							Asarum caudatum"
View Now
"Douglas Aster
																							Aster (symphotrichum) subspicatus"
View Now
"Marshmarigold
																							Caltha leptosepala"
View Now
"Great Camas, Leichtlin's Camas
																							Camassia leichtlinii"
View Now
"Common Camas
																							Camassia quamash"
View Now
"Harebell or Bluebells-of-Scotland
																							Campanula rotundifolia"
View Now
"Lyngby's Sedge
																							Carex  lyngbyei"
View Now
"Slough sedge
																							Carex obnupta"
View Now
"Indian Paintbrush
																							Castillejas"
View Now
"Fireweed
																							Chamaenerion (Epilobium) Angustifolium"
View Now
"Bunchberry, Creeping Dogwood
																							Cornus canadensis"
View Now
"Tufted Hairgrass
																							Deschampsia cespitosa"
View Now
"Pacific Bleeding Heart
																							Dicentra formosa"
View Now
"Henderson Shooting Star
																							Dodecatheon (Primula) hendersonii"
View Now
"Jeffrey's Shooting Star
																							Dodecatheon jeffreyi"
View Now
"American Dunegrass
																							Elymus mollis"
View Now
"Showy Fleabane
																							Erigeron speciocus"
View Now
"Wooly Sunflower, Oregon Sunshine
																							Eriophyllum lanatum"
View Now
"Idaho Fescue
																							Festuca idahoensis"
View Now
"Coastal Strawberry
																							Fragaria chiloensis"
View Now
"Woods Strawberry or Woodland Strawberry
																							Fragaria vesca"
View Now
"Wild Strawberry
																							Fragaria virginiana"
View Now
"Large Leaf Avens
																							Geum macrophylum"
View Now
"Puget Gumplant
																							Grindelia integrifolia"
View Now
"Sneezeweed
																							Helenium autumnale"
View Now
"Cow Parsnip
																							Heracleum lanatum (maximum)"
View Now
"Small-flowered Alumroot
																							Heuchera micrantha"
View Now
"Pacific waterweaf
																							Hydrophyllum tenuipes"
View Now
"Douglas Iris
																							Iris douglasiana"
View Now
"Alaska Iris, Wild Flag
																							Iris setosa"
View Now
"Oregon Iris
																							Iris tenax"
View Now
"Dagger-leafed Rush
																							Juncus ensifolius"
View Now
"Bitterroot
																							Lewisia rediviva"
View Now
"Tiger Lily
																							Lilium columbianum"
View Now
"Big Leaf Lupine
																							Lupinus polyphyllus"
View Now
"Streambank Lupine
																							Lupinus rivularis"
View Now
"Small Flowering Wood Rush
																							Luzula parviflora"
View Now
"Skunk Cabbage
																							Lysichiton americanum"
View Now
"False lily-of-the-valley
																							Maianthemum dilatatum"
View Now
"Yellow Monkey-Flower
																							Mimulus guttatus"
View Now
"Five-stamened Mitrewort
																							Mitella (Pectiantia) pentandra"
View Now
"Oregon Oxalis
																							Oxalis oregana"
View Now
"Coast Penstemon
																							Penstemon serrulatus"
View Now
"Palmate Coltsfoot
																							Petasites palmatus"
View Now
"Cinquefoil/Silverweed
																							Potentilla anserina"
View Now
"Graceful Cinquefoil
																							Potentilla gracillis"
View Now
"Small-fruited Bullrush
																							Scirpus microcarpus"
View Now
"Oregon Stonecrop
																							Sedum oreganum"
View Now
"Yellow Eyed Grass
																							Sisyrinchium californicum"
View Now
"Idaho Blue-eyed Grass
																							Sisyrinchium idahoense"
View Now
"False Solomons seal
																							Smilacina racemosa"
View Now
"Youth-on-age, Piggy-back plant
																							Tolmiea menziesii"
View Now
"Western Starflower
																							Trientalis latifolia"
View Now
"Western Trillium
																							Trillium ovatum"
View Now
"Common Cattail
																							Typha latifolia"
View Now
"Inside-out Flower
																							Vancouveria hexandra"
View Now
"Marsh or Blue-runner Violet
																							Viola palustris"
View Now
"Beargrass
																							Xerophyllum tenax"
View Now
Vines
"Western White Clematis
																							Clematis ligusticifolia"
View Now
"Trumpet Honeysuckle
																							Lonicera ciliosa"
View Now
"Hairy Honeysuckle
																							Lonicera hispidula"
View Now
"Dewberry
																							Rubus ursinus"
View Now
Annuals
"Siberian Miners Lettuce
																							Claytonia sibirica"
View Now
"Scarlet Gilia
																							Ipomopsis aggregata"
View Now
