Abies amabilis
Abies
Abies grandis
Abronia latifolia
Abies procera
Abronia
Acer circinatum
Acer
Acer glabrum
Achillea
Achlys
Acer macrophyllum
Achillea millefolium
Achlys triphylla
Agrostis exarata
Agrostis
Allium acuminatum
Allium amplectens
Allium cernuum
Alnus
Alnus incana
Alnus incana ssp. tenuifolia
Alisma
Allium
Alnus rhombifolia
Alnus rubra
Alisma triviale
Alnus viridis
Alnus viridis ssp. sinuata
Amelanchier alnifolia
Ambrosia
Ambrosia chamissonis
Amelanchier
Amelanchier utahensis
Anaphalis
Antennaria
Anaphalis margaritacea
Antennaria microphylla
Anthoxanthum
Aquilegia formosa
Aquilegia
Potentilla anserina
Arbutus
Arnica chamissonis
Aruncus dioicus
Argentina egedii
Potentilla pacifica
Argentina
Armeria maritima
Arbutus menziesii
Aronia melanocarpa
Armeria
Arnica
Aronia
Artemisia suksdorfii
Artemisia
Aruncus
Asarum
Asarum caudatum
Asclepias
Asclepias incarnata
Asclepias speciosa
Aster
Balsamorhiza deltoidea
Balsamorhiza
Betula
Berberis
Betula nigra
Betula occidentalis
Betula papyrifera
Bolboschoenus
Bolboschoenus maritimus
Bromus carinatus
Brodiaea coronaria
Brodiaea
Bromus
Bromus sitchensis
Carex
Carex amplifolia
Carex aperta
Carex aquatilis
Carex athrostachya
Carya
Carex comosa
Calocedrus decurrens
Carex densa
Carex exsiccata
Calycanthus floridus
Carex inops
Carex inops ssp. inops
Carex leptopoda
Camassia leichtlinii
Carex lenticularis
Carex kelloggii
Camassia leichtlinii ssp. suksdorfii
Callitropsis
Calocedrus
Carex lyngbyei
Calycanthus
Carex macrocephala
Camassia
Carex mertensii
Campanula
Carex nebrascensis
Carex obnupta
Calycanthus occidentalis
Carya ovata
Carex pachystachya
Carex pansa
Camassia quamash
Campanula rotundifolia
Carex stipata
Carex tumulicola
Carex unilateralis
Carex utriculata
Carex vesicaria
Carex vulpinoidea
Ceanothus
Cercis canadensis
Ceanothus cordulatus
Ceanothus cuneatus
Cercocarpus ledifolius
Celtis
Cercocarpus montanus
Celtis occidentalis
Cercis
Cercocarpus
Ceanothus sanguineus
Ceanothus thyrsiflorus
Ceanothus velutinus
Chamaecyparis
Clematis
Clematis ligusticifolia
Cornus
Cornus amomum
Corylus cornuta
Corylus cornuta ssp. californica
Cornus florida
Columbia
Cornus nuttallii
Cornus racemosa
Corydalis
Corylus
Corydalis scouleri
Cornus sericea
Crataegus
Crataegus douglasii
Cyclamen
Danthonia californica
Dasiphora fruticosa
Danthonia
Dasiphora
Danthonia spicata
Deschampsia cespitosa
Delphinium
Delphinium menziesii
Delphinium nuttallii
Deschampsia
Delphinium trolliifolium
Dicentra
Dichelostemma
Dichelostemma congestum
Dicentra formosa
Distichlis spicata
Distichlis
Dodecatheon
Dodecatheon hendersonii
Dodecatheon pulchellum
Echinacea angustifolia
Echinacea
Echinacea purpurea
Elaeagnus
Elymus
Elaeagnus commutata
Eleocharis
Elymus glaucus
Eleocharis palustris
Epilobium
Equisetum
Equisetum hyemale
Erigeron
Erigeron glaucus
Erythronium grandiflorum
Eriophyllum
Eriophyllum lanatum
Erigeron speciosus
Erythronium
Erythranthe
Solidago
Festuca roemeri
Festuca
Fritillaria affinis
Fragaria
Frangula
Fraxinus
Fragaria chiloensis
Fritillaria
Fraxinus latifolia
Fraxinus pennsylvanica
Frangula purshiana
Rhamnus purshiana
Fragaria vesca
Fragaria vesca ssp. bracteata
Fragaria virginiana
Fragaria virginiana ssp. platypetala
Gaillardia aristata
Garrya elliptica
Gaillardia
Garrya
Gaultheria shallon
Gaultheria
Geum
Gentiana
Geum macrophyllum
Geum triflorum
Verbena
Glyceria
Glyceria grandis
Glyceria striata
Grindelia integrifolia
Grindelia
Hamamelis
Hamamelis virginiana
Heracleum maximum
Heuchera micrantha
Heracleum
Heuchera
Hierochloe
Anthoxanthum hirtum
Hierochloe odorata
Hordeum brachyantherum
Holodiscus discolor
Holodiscus
Hordeum
Hydrophyllum
Hydrophyllum tenuipes
Iris chrysophylla
Iris douglasiana
Iris
Iris setosa
Iris tenax
Juncus acuminatus
Juncus
Juncus arcticus
Juncus articulatus
Juncus arcticus ssp. littoralis
Juncus balticus
Juglans
Juncus bolanderi
Juncus effusus
Juncus ensifolius
Juniperus
Juncus oxymeris
Juncus patens
Juglans regia
Juniperus scopulorum
Juncus supiniformis
Juncus tenuis
Koeleria
Koeleria macrantha
Lathyrus japonicus
Lathyrus
Leymus mollis
Elymus mollis
Leymus
Lilium columbianum
Lilium
Lonicera
Lonicera hispidula
Lonicera involucrata
Lomatium
Lomatium utriculatum
Lupinus littoralis
Lupinus
Lupinus polyphyllus
Lysichiton americanus
Lysichiton
Mahonia aquifolium
Berberis aquifolium
Malus
Maianthemum dilatatum
Malus fusca
Mahonia
Maianthemum
Mahonia nervosa
Berberis nervosa
Mahonia repens
Berberis repens
Maianthemum stellatum
Mentha canadensis
Mentha
Melica
Menyanthes
Mertensia platyphylla
Mertensia
Melica subulata
Menyanthes trifoliata
Mimulus
Mimulus cardinalis
Erythranthe cardinalis
Mimulus lewisii
Morella
Myrica
Monardella
Monardella odoratissima
Morella pensylvanica
Myrica gale
Nuphar
Nuphar polysepala
Oemleria cerasiformis
Oemleria
Oenanthe
Oenanthe sarmentosa
Oplopanax horridus
Oplopanax
Oxalis
Oxalis oregana
Penstemon barrettiae
Penstemon cardwellii
Penstemon davidsonii
Penstemon fruticosus
Petasites frigidus
Penstemon newberryi
Penstemon
Penstemon ovatus
Penstemon procerus
Penstemon richardsonii
Penstemon serrulatus
Penstemon speciosus
Petasites
Physocarpus capitatus
Philadelphus
Philadelphus lewisii
Physocarpus
Picea
Pinus
Pinus contorta
Pinus monticola
Pinus ponderosa
Picea sitchensis
Plantago
Plantago maritima
Populus
Populus balsamifera
